OBJECTID,building_name,measured_height,building_class,storeys_above_ground,gameobject_name,lat,long
341,TELOK AYER CONSERVATION AREA,12.8100,habitation,4,CityEngineMaterial_341_m,1.27968,103.848
342,TELOK AYER CONSERVATION AREA,13.9920,habitation,5,CityEngineMaterial_342_m,1.27979,103.847
343,TELOK AYER CONSERVATION AREA,14.2680,habitation,5,CityEngineMaterial_343_m,1.27985,103.847
344,TELOK AYER CONSERVATION AREA,14.3600,habitation,5,CityEngineMaterial_344_m,1.27990,103.847
345,,14.8630,,5,CityEngineMaterial_345_m,1.27996,103.847
346,TELOK AYER CONSERVATION AREA,12.3970,habitation,4,CityEngineMaterial_346_m,1.28000,103.847
347,TELOK AYER CONSERVATION AREA,15.6510,habitation,5,CityEngineMaterial_347_m,1.28005,103.847
348,TELOK AYER CONSERVATION AREA,15.2100,habitation,5,CityEngineMaterial_348_m,1.28010,103.847
349,TELOK AYER CONSERVATION AREA,15.6530,,5,CityEngineMaterial_349_m,1.28015,103.848
350,TELOK AYER CONSERVATION AREA,14.7790,habitation,5,CityEngineMaterial_350_m,1.28020,103.848
351,TELOK AYER CONSERVATION AREA,14.8770,habitation,5,CityEngineMaterial_351_m,1.28024,103.848
352,TELOK AYER CONSERVATION AREA,14.8790,habitation,5,CityEngineMaterial_352_m,1.28029,103.848
353,TELOK AYER CONSERVATION AREA,15.6420,habitation,5,CityEngineMaterial_353_m,1.28034,103.848
354,TELOK AYER CONSERVATION AREA,15.9730,habitation,5,CityEngineMaterial_354_m,1.28041,103.848
355,MND BUILDING,96.0100,"business, trade",32,CityEngineMaterial_355_m,1.27886,103.846
356,"THE URA CENTRE, EAST WING",39.0920,administration,13,CityEngineMaterial_356_m,1.28013,103.846
357,MND BUILDING ANNEXE B,28.9370,mixed-use development,10,CityEngineMaterial_357_m,1.27904,103.847
358,MND BUILDING ANNEXE A,20.5740,"business, trade",7,CityEngineMaterial_358_m,1.27959,103.846
359,,29.4750,,10,CityEngineMaterial_359_m,1.28040,103.846
360,THE URA CENTRE,82.6470,"business, trade",28,CityEngineMaterial_360_m,1.27969,103.845
361,,24.4660,,8,CityEngineMaterial_361_m,1.27945,103.845
362,XIAN ZU GONG TEMPLE,11.0650,religion,4,CityEngineMaterial_362_m,1.27994,103.847
363,THE CLIFT,161.6960,habitation,54,CityEngineMaterial_363_m,1.27942,103.847
364,BANGKOK BANK BUILDING,69.3230,"business, trade",23,CityEngineMaterial_364_m,1.27919,103.848
365,TELOK AYER PERFORMING ARTS CENTRE,5.8810,"schools, education, research",2,CityEngineMaterial_365_m,1.27913,103.847
366,TELOK AYER PERFORMING ARTS CENTRE,16.9260,"business, trade",6,CityEngineMaterial_366_m,1.27867,103.847
367,TELOK AYER CHINESE METHODIST CHURCH,21.4770,church institution,7,CityEngineMaterial_367_m,1.27849,103.847
368,TELOK AYER CONSERVATION AREA,15.1340,habitation,5,CityEngineMaterial_368_m,1.27991,103.847
369,TELOK AYER CONSERVATION AREA,15.4610,habitation,5,CityEngineMaterial_369_m,1.27995,103.847
370,TELOK AYER CONSERVATION AREA,16.0450,habitation,5,CityEngineMaterial_370_m,1.27999,103.847
371,TELOK AYER CONSERVATION AREA,14.7900,habitation,5,CityEngineMaterial_371_m,1.28005,103.847
372,TELOK AYER CONSERVATION AREA,14.7810,habitation,5,CityEngineMaterial_372_m,1.28009,103.847
373,,14.3200,"business, trade",5,CityEngineMaterial_373_m,1.28014,103.847
374,TELOK AYER CONSERVATION AREA,12.1180,habitation,4,CityEngineMaterial_374_m,1.28018,103.847
375,TELOK AYER CONSERVATION AREA,12.7430,habitation,4,CityEngineMaterial_375_m,1.28023,103.847
376,MASJID AL-ABRAR (KOOCHOO PALLY),12.4840,religion,4,CityEngineMaterial_376_m,1.28033,103.847
377,,12.6200,,4,CityEngineMaterial_377_m,1.28041,103.847
378,TELOK AYER CONSERVATION AREA,12.3920,habitation,4,CityEngineMaterial_378_m,1.28045,103.847
379,TELOK AYER CONSERVATION AREA,15.8700,habitation,5,CityEngineMaterial_379_m,1.28050,103.847
380,TELOK AYER CONSERVATION AREA,13.9940,habitation,5,CityEngineMaterial_380_m,1.28054,103.847
381,TELOK AYER CONSERVATION AREA,15.3700,habitation,5,CityEngineMaterial_381_m,1.28059,103.847
382,TELOK AYER CONSERVATION AREA,14.9810,habitation,5,CityEngineMaterial_382_m,1.28064,103.847
383,TELOK AYER CONSERVATION AREA,16.1990,,5,CityEngineMaterial_383_m,1.28068,103.847
384,,13.6260,,5,CityEngineMaterial_384_m,1.28161,103.848
385,TELOK AYER CONSERVATION AREA,14.1070,habitation,5,CityEngineMaterial_385_m,1.28166,103.848
386,TELOK AYER CONSERVATION AREA,13.0870,habitation,4,CityEngineMaterial_386_m,1.28170,103.848
387,TELOK AYER CONSERVATION AREA,12.9860,habitation,4,CityEngineMaterial_387_m,1.28174,103.848
388,TELOK AYER CONSERVATION AREA,14.1450,habitation,5,CityEngineMaterial_388_m,1.28178,103.848
389,TELOK AYER CONSERVATION AREA,12.1480,habitation,4,CityEngineMaterial_389_m,1.28182,103.848
390,TELOK AYER CONSERVATION AREA,12.4240,,4,CityEngineMaterial_390_m,1.28186,103.848
391,TELOK AYER CONSERVATION AREA,12.2010,habitation,4,CityEngineMaterial_391_m,1.28190,103.848
392,TELOK AYER CONSERVATION AREA,12.3760,habitation,4,CityEngineMaterial_392_m,1.28193,103.848
393,TELOK AYER CONSERVATION AREA,12.3340,habitation,4,CityEngineMaterial_393_m,1.28197,103.848
394,TELOK AYER CONSERVATION AREA,12.9580,habitation,4,CityEngineMaterial_394_m,1.28201,103.848
395,TELOK AYER CONSERVATION AREA,10.2090,,3,CityEngineMaterial_395_m,1.28204,103.848
396,TELOK AYER CONSERVATION AREA,10.3500,habitation,3,CityEngineMaterial_396_m,1.28207,103.848
